Brand,Price,Color,Features,Condition,GPU,OS,Storage Type,Hard Drive Capacity,SSD Capacity,Ram Size
10,8.68,19,1,8,4,5,4,69.0,69.0,69.0
10,460.0,19,1,8,0,5,4,69.0,69.0,69.0
10,338.8,19,1,8,0,5,4,69.0,69.0,69.0
10,15.19,19,1,8,4,5,4,69.0,69.0,69.0
10,93.44,19,1,1,4,5,4,69.0,69.0,69.0
10,16.28,19,1,8,4,5,4,69.0,69.0,69.0
10,454.8,19,9,8,0,0,0,69.0,480.0,69.0
10,92.0,19,1,1,4,5,4,69.0,69.0,69.0
10,15.19,19,1,8,4,5,4,69.0,69.0,69.0
10,75.75,19,1,1,4,5,4,69.0,69.0,69.0
10,415.2,0,1,7,0,5,4,69.0,69.0,69.0
10,13.02,19,1,8,4,5,4,69.0,69.0,69.0
10,140.0,19,1,1,4,5,4,69.0,69.0,69.0
10,204.1,19,1,8,4,5,4,69.0,69.0,69.0
10,215.1,19,1,8,4,5,4,69.0,69.0,69.0
10,105.5,19,1,10,4,5,4,69.0,69.0,69.0
10,318.5,1,7,8,0,0,0,69.0,256.0,69.0
10,176.6,19,1,10,4,5,4,69.0,69.0,69.0
10,10.85,19,1,1,4,5,4,69.0,69.0,69.0
10,326.2,19,1,8,0,5,4,69.0,69.0,69.0
10,195.4,19,1,1,4,5,4,69.0,69.0,69.0
4,91.9,19,1,1,4,5,4,69.0,69.0,69.0
7,59.25,19,1,1,4,5,4,69.0,69.0,69.0
10,74.56,19,1,1,4,5,4,69.0,69.0,69.0
9,94.0,19,1,1,4,5,4,69.0,69.0,69.0
10,82.44,19,1,1,4,5,4,69.0,69.0,69.0
5,130.8,19,1,1,4,5,4,69.0,69.0,69.0
10,311.5,19,1,1,4,5,4,69.0,69.0,69.0
10,310.0,19,1,6,4,5,4,69.0,69.0,69.0
10,2130.0,19,1,7,0,5,4,69.0,69.0,69.0
10,2096.0,19,1,7,0,5,4,69.0,69.0,69.0
10,86.2,19,1,1,4,5,4,69.0,69.0,69.0
2,192.0,1,2,2,0,0,0,8.0,256.0,8.0
4,390.0,3,1,1,2,0,0,69.0,512.0,8.0
4,54.0,0,4,8,4,2,0,16.0,16.0,4.0
1,370.0,0,11,4,0,0,0,1.0,1.0,32.0
2,150.0,0,1,8,4,0,0,69.0,256.0,16.0
2,444.5,3,11,2,0,0,0,512.0,512.0,12.0
1,270.0,19,8,8,4,5,4,69.0,256.0,16.0
4,349.5,2,1,10,0,0,0,128.0,128.0,8.0
2,270.0,1,4,10,0,0,0,69.0,128.0,4.0
1,136.0,19,1,8,4,0,4,80.0,69.0,4.0
2,99.94,19,1,8,4,5,4,69.0,69.0,8.0
6,530.0,2,1,6,4,0,0,69.0,256.0,16.0
7,655.0,19,1,4,4,0,0,512.0,512.0,69.0
2,198.0,0,1,8,0,5,0,256.0,256.0,16.0
3,88.0,19,1,8,4,0,0,128.0,128.0,4.0
2,120.0,19,1,8,4,5,0,256.0,256.0,69.0
2,60.0,0,2,9,4,5,2,69.0,69.0,69.0
8,163.0,19,1,10,4,5,4,69.0,69.0,69.0
6,699.0,2,9,1,0,0,0,69.0,256.0,16.0
3,444.2,19,1,2,0,0,0,256.0,256.0,12.0
1,235.0,0,11,8,1,0,0,69.0,512.0,16.0
2,29.98,0,1,8,0,0,2,300.0,69.0,4.0
10,685.0,2,1,5,4,5,0,69.0,1.0,16.0
10,118.0,19,1,8,4,5,4,69.0,69.0,69.0
10,300.0,0,6,8,4,0,1,128.0,128.0,8.0
2,450.0,0,11,5,1,0,0,69.0,512.0,16.0
6,259.8,2,6,8,0,0,0,256.0,256.0,8.0
3,172.0,2,10,8,0,0,0,256.0,256.0,8.0
1,422.0,19,11,6,0,0,0,69.0,256.0,16.0
10,220.0,0,9,10,4,1,0,69.0,128.0,8.0
2,268.0,0,8,5,1,0,0,69.0,512.0,16.0
1,400.0,19,1,4,4,0,0,1.0,1.0,32.0
10,300.0,1,7,2,4,3,3,69.0,128.0,8.0
2,187.8,11,1,8,1,0,0,69.0,256.0,16.0
1,100.0,19,1,8,4,5,4,69.0,69.0,69.0
8,289.5,0,8,10,0,0,0,256.0,256.0,8.0
10,178.0,2,1,8,4,0,0,8.0,256.0,8.0
10,208.8,19,2,8,4,3,1,69.0,16.0,69.0
6,130.0,2,1,8,4,0,0,256.0,256.0,8.0
1,400.0,0,10,8,4,0,0,512.0,512.0,16.0
10,226.8,19,1,8,4,5,4,69.0,69.0,69.0
3,725.0,19,1,2,4,0,0,69.0,256.0,16.0
2,400.0,0,10,4,0,0,0,1.0,1.0,24.0
2,139.0,0,1,8,4,5,4,69.0,256.0,8.0
3,450.0,2,3,2,2,0,0,69.0,256.0,16.0
1,155.0,0,1,8,0,0,0,69.0,256.0,16.0
10,145.1,19,1,1,4,5,4,69.0,69.0,69.0
10,358.5,19,1,4,0,5,4,69.0,69.0,69.0
10,111.25,19,1,1,4,5,4,69.0,69.0,69.0
2,459.0,0,1,10,4,5,4,69.0,69.0,69.0
10,64.0,19,1,1,4,5,4,69.0,69.0,69.0
1,392.0,19,8,8,0,0,4,69.0,480.0,69.0
10,81.4,19,1,1,4,5,4,69.0,69.0,69.0
2,603.5,0,8,8,0,0,0,69.0,960.0,69.0
10,283.5,19,1,7,0,5,4,69.0,69.0,69.0
10,545.0,19,1,7,0,5,4,69.0,69.0,69.0
10,43.5,19,1,8,4,5,4,69.0,69.0,69.0
10,104.94,19,1,10,4,5,4,69.0,69.0,69.0
10,637.0,19,1,7,0,5,4,69.0,69.0,69.0
10,476.8,19,1,8,0,5,4,69.0,69.0,69.0
10,591.0,19,1,7,0,5,4,69.0,69.0,69.0
10,366.8,19,1,7,0,5,4,69.0,69.0,69.0
10,166.9,19,1,10,4,5,4,69.0,69.0,69.0
10,88.7,0,1,10,4,5,4,69.0,69.0,69.0
10,852.0,0,1,8,0,5,4,69.0,69.0,69.0
1,465.5,19,2,7,0,0,0,69.0,960.0,69.0
10,485.5,19,1,7,0,5,4,69.0,69.0,69.0
2,626.0,0,8,8,0,0,0,69.0,120.0,69.0
10,690.5,19,1,7,0,5,4,69.0,69.0,69.0
1,465.2,0,5,8,0,0,0,69.0,480.0,69.0
10,1701.0,19,9,8,0,0,0,69.0,4.0,69.0
10,59.84,19,1,1,4,5,4,69.0,69.0,69.0
1,303.8,19,8,8,0,0,4,69.0,120.0,69.0
10,317.8,19,1,1,4,5,4,69.0,69.0,69.0
7,92.56,19,1,1,4,5,4,69.0,69.0,69.0
10,5.43,19,1,8,4,5,4,69.0,69.0,69.0
10,105.6,19,1,1,4,5,4,69.0,69.0,69.0
10,129.1,19,1,1,4,5,4,69.0,69.0,69.0
10,41.97,19,1,1,4,5,4,69.0,69.0,69.0
10,91.44,19,1,1,4,5,4,69.0,69.0,69.0
9,92.06,19,1,1,4,5,4,69.0,69.0,69.0
9,54.8,19,1,1,4,5,4,69.0,69.0,69.0
10,70.1,19,1,1,4,5,4,69.0,69.0,69.0
10,93.44,19,1,10,4,5,4,69.0,69.0,69.0
4,93.9,19,1,1,4,5,4,69.0,69.0,69.0
1,279.0,0,6,8,4,0,0,1.0,1.0,16.0
10,127.75,19,1,1,4,5,4,69.0,69.0,69.0
10,58.47,19,1,1,4,5,4,69.0,69.0,69.0
1,350.2,0,1,8,0,0,4,69.0,240.0,69.0
10,449.8,19,1,8,4,5,4,69.0,69.0,69.0
5,95.56,19,1,1,4,5,4,69.0,69.0,69.0
9,94.0,19,1,10,4,5,4,69.0,69.0,69.0
6,1909.0,19,1,8,4,5,4,69.0,69.0,69.0
10,9.77,19,1,8,4,5,4,69.0,69.0,69.0
10,745.5,19,1,7,0,5,4,69.0,69.0,69.0
1,429.2,19,7,8,0,0,4,69.0,480.0,69.0
10,149.8,19,1,1,4,5,4,69.0,69.0,69.0
10,113.75,19,1,10,4,5,4,69.0,69.0,69.0
10,1882.0,19,1,8,4,5,4,69.0,69.0,69.0
10,41.75,19,1,8,4,5,4,69.0,69.0,69.0
10,21.69,19,1,9,4,5,4,69.0,69.0,69.0
10,419.0,19,1,8,0,5,4,69.0,69.0,69.0
10,303.8,19,1,6,0,5,4,69.0,69.0,69.0
1,302.8,19,1,8,1,0,4,69.0,240.0,69.0
10,366.8,19,1,8,0,5,4,69.0,69.0,69.0
1,414.8,19,5,8,0,0,0,69.0,120.0,69.0
10,471.8,19,2,8,0,0,4,69.0,480.0,69.0
10,348.5,19,1,8,0,5,4,69.0,69.0,69.0
1,477.8,0,7,8,0,0,4,69.0,960.0,69.0
10,300.8,19,1,1,4,5,4,69.0,69.0,69.0
10,58.72,19,1,10,4,5,4,69.0,69.0,69.0
10,105.75,19,1,1,4,5,4,69.0,69.0,69.0
9,65.25,19,1,1,4,5,4,69.0,69.0,69.0
10,57.88,19,1,10,4,5,4,69.0,69.0,69.0
10,127.75,19,1,10,4,5,4,69.0,69.0,69.0
10,9.77,19,1,8,4,5,4,69.0,69.0,69.0
10,94.4,19,1,10,4,5,4,69.0,69.0,69.0
10,75.94,19,1,1,4,5,4,69.0,69.0,69.0
10,82.25,19,1,1,4,5,4,69.0,69.0,69.0
1,356.2,19,11,8,0,0,0,69.0,480.0,69.0
2,319.5,0,9,8,4,0,4,69.0,240.0,69.0
7,97.5,19,1,10,4,5,4,69.0,69.0,69.0
10,75.94,0,1,10,4,5,4,69.0,69.0,69.0
10,10.85,19,1,8,4,5,4,69.0,69.0,69.0
10,115.94,19,1,1,4,5,4,69.0,69.0,69.0
10,31.44,19,1,1,4,5,4,69.0,69.0,69.0
10,351.5,19,1,8,0,5,4,69.0,69.0,69.0
2,434.2,19,9,8,0,0,4,69.0,960.0,69.0
2,434.5,19,11,8,0,0,0,69.0,240.0,69.0
10,44.97,19,1,1,4,5,4,69.0,69.0,69.0
3,76.9,19,1,1,4,5,4,69.0,69.0,69.0
5,110.8,19,1,1,4,5,4,69.0,69.0,69.0
10,2724.0,19,10,7,0,0,0,69.0,4.0,69.0
9,59.22,19,1,1,4,5,4,69.0,69.0,69.0
10,488.8,19,1,7,0,5,4,69.0,69.0,69.0
5,127.56,19,1,1,4,5,4,69.0,69.0,69.0
10,323.2,1,7,8,0,0,0,69.0,120.0,69.0
10,125.0,19,1,8,4,5,4,69.0,69.0,69.0
10,530.0,2,9,8,0,0,0,1.0,1.0,16.0
1,430.5,19,2,8,0,0,4,69.0,360.0,69.0
10,70.3,19,1,1,4,5,4,69.0,69.0,69.0
2,60.97,19,1,1,4,5,4,69.0,69.0,69.0
9,66.3,19,1,1,4,5,4,69.0,69.0,69.0
1,942.5,0,10,8,0,0,4,69.0,120.0,69.0
10,267.0,19,1,1,4,5,4,69.0,69.0,69.0
10,32.56,19,1,9,4,5,4,69.0,69.0,69.0
10,272.2,19,1,8,0,5,4,69.0,69.0,69.0
7,109.2,19,1,1,4,5,4,69.0,69.0,69.0
10,39.38,19,1,1,4,5,4,69.0,69.0,69.0
1,464.5,19,7,8,0,0,4,69.0,960.0,69.0
10,102.8,19,1,1,4,5,4,69.0,69.0,69.0
10,81.06,19,1,1,4,5,4,69.0,69.0,69.0
9,70.5,19,1,1,4,5,4,69.0,69.0,69.0
2,91.9,19,1,10,4,5,4,69.0,69.0,69.0
10,21.8,19,1,1,4,5,4,69.0,69.0,69.0
10,63.28,19,1,1,4,5,4,69.0,69.0,69.0
10,715.0,19,1,7,0,5,4,69.0,69.0,69.0
7,112.44,19,1,1,4,5,4,69.0,69.0,69.0
4,50.47,19,1,8,0,1,0,69.0,16.0,4.0
7,137.4,19,1,1,4,5,4,69.0,69.0,69.0
10,375.8,0,1,7,4,5,4,69.0,69.0,69.0
10,430.5,19,7,8,0,0,0,69.0,240.0,69.0
10,91.3,19,1,1,4,5,4,69.0,69.0,69.0
10,510.8,19,1,8,4,5,4,69.0,69.0,69.0
5,90.9,19,1,10,4,5,4,69.0,69.0,69.0
10,347.2,19,1,7,0,5,4,69.0,69.0,69.0
10,22.06,19,1,9,4,5,4,69.0,69.0,69.0
10,16.36,19,1,8,4,5,4,69.0,69.0,69.0
10,285.0,0,1,7,0,5,4,69.0,69.0,69.0
10,423.2,19,1,8,2,5,4,69.0,69.0,69.0
10,384.2,19,7,8,0,0,0,69.0,240.0,69.0
2,597.5,19,7,8,0,0,0,69.0,240.0,69.0
2,434.2,19,9,8,0,0,4,69.0,960.0,69.0
10,236.5,19,1,8,4,5,4,69.0,69.0,69.0
10,48.28,19,1,1,4,5,4,69.0,69.0,69.0
10,242.2,19,1,1,4,5,4,69.0,69.0,69.0
10,954.5,19,1,7,0,5,4,69.0,69.0,69.0
10,196.9,19,1,1,4,5,4,69.0,69.0,69.0
10,2658.0,19,1,7,0,5,4,69.0,69.0,69.0
10,105.44,19,1,1,4,5,4,69.0,69.0,69.0
10,352.0,0,1,7,1,5,4,69.0,69.0,69.0
2,470.2,0,10,8,0,0,0,69.0,240.0,69.0
10,636.5,19,2,8,0,0,4,69.0,960.0,69.0
10,124.3,19,1,1,4,5,4,69.0,69.0,69.0
10,827.5,19,1,7,0,5,4,69.0,69.0,69.0
10,278.8,0,1,7,0,5,4,69.0,69.0,69.0
10,92.06,19,1,1,4,5,4,69.0,69.0,69.0
10,95.0,19,1,1,4,5,4,69.0,69.0,69.0
10,1090.0,19,1,7,0,5,4,69.0,69.0,69.0
1,532.0,0,8,8,0,0,4,69.0,2.0,69.0
1,283.0,19,4,7,0,0,0,69.0,240.0,69.0
10,116.25,19,1,1,4,5,4,69.0,69.0,69.0
1,293.2,19,7,8,0,0,4,69.0,120.0,69.0
4,91.44,19,1,1,4,5,4,69.0,69.0,69.0
1,427.2,19,4,8,0,0,0,69.0,120.0,69.0
10,10.85,19,1,8,4,5,4,69.0,69.0,69.0
10,47.1,19,1,10,4,5,4,69.0,69.0,69.0
10,58.97,19,1,1,4,5,4,69.0,69.0,69.0
7,91.9,19,1,1,4,5,4,69.0,69.0,69.0
10,329.2,0,1,7,0,5,4,69.0,69.0,69.0
10,103.06,19,1,1,4,5,4,69.0,69.0,69.0
5,70.5,19,1,1,4,5,4,69.0,69.0,69.0
10,106.94,19,1,1,4,5,4,69.0,69.0,69.0
9,90.1,19,1,1,4,5,4,69.0,69.0,69.0
10,361.5,0,1,7,0,5,4,69.0,69.0,69.0
10,120.75,19,1,1,4,5,4,69.0,69.0,69.0
10,105.9,19,1,1,4,5,4,69.0,69.0,69.0
10,319.0,19,1,1,4,5,4,69.0,69.0,69.0
3,329.5,19,14,6,0,0,0,69.0,256.0,16.0
2,729.5,19,4,1,0,0,0,69.0,256.0,69.0
10,78.25,19,1,1,4,5,4,69.0,69.0,69.0
10,130.8,19,1,1,4,5,4,69.0,69.0,69.0
10,2144.0,19,10,7,0,0,0,69.0,240.0,69.0
10,31.27,19,1,1,4,5,4,69.0,69.0,69.0
8,417.8,19,1,8,2,5,4,69.0,69.0,69.0
10,360.8,19,1,8,0,5,4,69.0,69.0,69.0
1,377.8,19,2,8,0,0,4,69.0,240.0,69.0
10,19.81,19,1,8,4,5,4,69.0,69.0,69.0
10,684.0,0,9,8,0,0,0,69.0,2.0,69.0
10,294.5,19,1,2,4,5,4,69.0,69.0,69.0
1,326.2,0,6,8,0,0,4,69.0,128.0,69.0
10,87.7,19,1,1,4,5,4,69.0,69.0,69.0
2,462.8,19,4,8,0,0,0,69.0,480.0,69.0
1,554.5,19,1,8,0,0,4,69.0,2.0,69.0
10,128.0,19,1,1,4,5,4,69.0,69.0,69.0
10,1028.0,19,1,7,0,5,4,69.0,69.0,69.0
5,99.44,19,1,1,4,5,4,69.0,69.0,69.0
1,532.0,0,7,8,0,0,4,69.0,2.0,69.0
2,423.0,0,4,8,0,0,0,69.0,120.0,69.0
2,738.0,19,7,8,0,0,0,69.0,960.0,69.0
10,8.68,19,1,8,4,5,4,69.0,69.0,69.0
1,303.8,19,7,8,0,0,4,69.0,240.0,69.0
10,26.52,19,1,10,4,5,4,69.0,69.0,69.0
10,422.8,19,1,7,0,5,4,69.0,69.0,69.0
10,441.2,0,1,8,4,5,4,160.0,69.0,69.0
1,433.0,19,7,8,0,0,4,69.0,960.0,69.0
10,120.5,19,1,1,4,5,4,69.0,69.0,69.0
10,13.02,19,1,8,4,5,4,69.0,69.0,69.0
10,351.2,19,1,8,0,5,4,69.0,69.0,69.0
10,383.5,0,7,8,0,0,0,69.0,120.0,69.0
10,413.8,0,1,10,4,5,4,69.0,69.0,69.0
1,283.0,19,4,7,0,0,0,69.0,240.0,69.0
1,270.2,19,4,7,0,0,0,69.0,120.0,69.0
5,50.03,19,1,1,4,5,4,69.0,69.0,69.0
10,289.8,19,1,8,4,5,4,69.0,69.0,69.0
10,475.5,19,1,8,0,5,4,69.0,69.0,69.0
7,90.5,19,1,1,4,5,4,69.0,69.0,69.0
10,70.6,19,1,10,4,5,4,69.0,69.0,69.0
5,70.56,19,1,1,4,5,4,69.0,69.0,69.0
1,387.0,19,11,8,0,0,0,69.0,120.0,69.0
10,368.0,0,1,7,0,5,4,69.0,69.0,69.0
10,656.5,19,1,8,4,5,4,69.0,69.0,69.0
10,27.48,19,1,9,4,5,4,69.0,69.0,69.0
10,67.2,19,1,1,4,5,4,69.0,69.0,69.0
10,108.06,19,1,10,4,5,4,69.0,69.0,69.0
10,164.0,19,1,1,4,5,4,69.0,69.0,69.0
2,488.2,0,2,8,0,0,4,69.0,240.0,69.0
10,42.3,19,1,8,4,5,4,69.0,69.0,69.0
10,27.58,19,1,1,4,5,4,69.0,69.0,69.0
9,124.25,19,1,1,4,5,4,69.0,69.0,69.0
2,449.8,19,9,8,0,0,4,69.0,960.0,69.0
10,76.5,19,1,1,4,5,4,69.0,69.0,69.0
5,109.9,19,1,10,4,5,4,69.0,69.0,69.0
1,382.5,0,8,8,0,0,4,69.0,240.0,69.0
10,74.9,19,1,1,4,5,4,69.0,69.0,69.0
1,416.2,19,7,8,0,0,4,69.0,480.0,69.0
3,116.5,19,1,10,4,5,4,69.0,69.0,69.0
1,321.2,19,7,7,0,0,4,69.0,240.0,69.0
10,96.56,19,1,10,4,5,4,69.0,69.0,69.0
2,456.0,19,1,8,0,0,4,69.0,960.0,69.0
10,274.0,19,1,1,4,5,4,69.0,69.0,69.0
10,683.0,19,1,7,0,5,4,69.0,69.0,69.0
10,647.5,19,7,7,0,0,0,69.0,960.0,69.0
7,97.3,19,1,10,4,5,4,69.0,69.0,69.0
2,550.0,0,6,8,0,0,0,69.0,240.0,69.0
10,134.9,19,1,1,4,5,4,69.0,69.0,69.0
5,196.5,19,1,1,4,5,4,69.0,69.0,69.0
10,478.5,19,2,8,0,0,4,69.0,240.0,69.0
10,74.6,19,1,1,4,5,4,69.0,69.0,69.0
10,10.85,19,1,8,4,5,4,69.0,69.0,69.0
10,314.0,19,1,8,0,5,4,69.0,69.0,69.0
10,283.8,19,1,5,4,5,4,69.0,69.0,69.0
10,47.47,19,1,1,4,5,4,69.0,69.0,69.0
2,510.0,0,9,8,0,0,0,69.0,120.0,69.0
10,406.0,19,1,1,4,5,4,69.0,69.0,69.0
10,238.4,19,1,8,4,5,4,69.0,69.0,69.0
10,355.2,19,2,7,0,0,4,69.0,256.0,69.0
10,163.1,19,1,1,4,5,4,69.0,69.0,69.0
2,576.5,19,6,8,0,0,0,69.0,480.0,69.0
10,588.0,19,1,4,0,5,4,69.0,69.0,69.0
10,64.6,19,1,10,4,5,4,69.0,69.0,69.0
8,141.9,19,1,1,4,5,4,69.0,69.0,69.0
1,493.5,19,1,8,0,0,4,69.0,240.0,69.0
7,99.75,19,1,1,4,5,4,69.0,69.0,69.0
10,51.06,19,1,1,4,5,4,69.0,69.0,69.0
10,70.6,19,1,1,4,5,4,69.0,69.0,69.0
1,352.5,19,7,8,0,0,4,69.0,240.0,69.0
10,369.5,0,1,7,0,5,4,69.0,69.0,69.0
1,290.5,0,4,8,0,0,4,69.0,240.0,69.0
10,81.44,19,1,1,4,5,4,69.0,69.0,69.0
1,488.0,19,1,8,4,5,4,69.0,69.0,69.0
1,260.0,2,1,8,4,0,0,69.0,256.0,32.0
3,40.0,0,1,8,4,1,0,16.0,16.0,4.0
3,200.0,19,1,8,4,1,1,69.0,128.0,16.0
10,2372.0,19,1,1,1,0,0,1.0,1.0,32.0
1,300.0,2,1,1,4,0,0,128.0,128.0,4.0
10,2378.0,0,5,1,1,0,0,1.0,1.0,32.0
2,270.0,3,9,10,0,1,0,69.0,256.0,8.0
2,450.0,0,11,5,1,0,0,69.0,512.0,16.0
1,190.0,2,11,8,0,0,3,500.0,69.0,12.0
1,350.0,0,6,4,4,0,0,512.0,512.0,16.0
1,180.0,0,1,8,0,0,0,512.0,512.0,8.0
1,400.0,0,4,8,4,5,4,69.0,69.0,32.0
3,87.1,0,2,9,4,5,2,1.0,69.0,8.0
3,45.0,4,1,8,4,1,0,16.0,16.0,16.0
1,89.0,0,1,8,4,0,3,160.0,69.0,2.0
1,124.0,19,1,6,4,1,0,69.0,64.0,8.0
1,599.0,0,7,1,0,0,0,1.0,1.0,16.0
2,75.0,19,1,8,4,0,0,69.0,240.0,8.0
6,599.0,4,1,2,4,5,0,512.0,512.0,16.0
10,65.0,6,1,8,4,0,0,4.0,64.0,4.0
8,70.0,0,3,8,0,0,2,750.0,69.0,6.0
5,48.0,2,1,10,4,1,4,16.0,69.0,4.0
3,525.0,2,11,8,1,0,0,512.0,512.0,64.0
2,44.0,1,1,8,4,1,0,32.0,32.0,4.0
10,439.0,19,6,6,0,0,0,69.0,512.0,16.0
7,589.0,1,1,10,0,0,0,69.0,512.0,16.0
10,370.0,0,13,10,0,0,0,512.0,512.0,8.0
7,375.0,19,1,8,4,5,4,69.0,69.0,69.0
2,139.0,0,1,8,0,5,0,69.0,0.0,16.0
10,136.0,19,1,8,4,5,4,69.0,69.0,69.0
2,350.0,3,5,3,2,0,0,69.0,256.0,8.0
2,51.0,0,1,8,4,1,0,16.0,16.0,4.0
2,100.0,19,1,8,4,5,4,69.0,69.0,69.0
3,1149.0,0,7,1,1,0,0,1.0,1.0,16.0
10,384.8,2,1,8,4,0,0,69.0,69.0,8.0
1,159.8,10,4,8,4,0,0,256.0,256.0,16.0
3,100.0,1,6,10,0,1,1,16.0,16.0,4.0
10,158.0,19,1,8,4,5,4,69.0,69.0,69.0
10,402.2,19,1,4,0,5,4,69.0,69.0,69.0
10,195.4,19,1,1,0,5,4,69.0,69.0,69.0
5,117.0,19,1,10,4,5,4,69.0,69.0,69.0
2,527.0,19,4,7,0,0,0,69.0,480.0,69.0
10,577.5,0,1,7,0,5,4,69.0,69.0,69.0
1,335.5,19,4,8,0,0,0,69.0,480.0,69.0
10,97.75,19,1,10,4,5,4,69.0,69.0,69.0
1,539.0,19,7,8,0,0,4,69.0,2.0,69.0
10,41.88,19,1,1,4,5,4,69.0,69.0,69.0
10,420.5,0,9,8,0,0,0,69.0,240.0,69.0
2,520.5,19,11,8,0,0,4,69.0,960.0,69.0
1,97.2,0,6,9,0,5,2,69.0,69.0,8.0
9,74.75,19,1,1,4,5,4,69.0,69.0,69.0
10,1090.0,19,1,8,0,5,4,69.0,69.0,69.0
10,111.4,19,1,1,4,5,4,69.0,69.0,69.0
2,341.0,19,2,7,0,0,4,69.0,240.0,69.0
10,2146.0,0,1,7,0,5,4,69.0,69.0,69.0
1,97.2,0,3,9,0,5,2,69.0,69.0,4.0
10,128.6,19,1,1,4,5,4,69.0,69.0,69.0
10,510.2,19,1,1,4,5,4,69.0,69.0,69.0
5,117.0,19,1,1,4,5,4,69.0,69.0,69.0
10,442.2,19,1,8,4,5,4,160.0,69.0,69.0
10,463.2,19,1,7,0,0,4,69.0,120.0,69.0
9,131.9,19,1,1,4,5,4,69.0,69.0,69.0
10,580.0,0,11,8,0,0,4,69.0,120.0,69.0
2,405.0,19,7,8,0,0,0,69.0,128.0,69.0
10,100.3,19,1,1,4,5,4,69.0,69.0,69.0
10,128.6,19,1,10,4,5,4,69.0,69.0,69.0
10,80.5,19,1,10,4,5,4,69.0,69.0,69.0
2,673.5,0,9,8,0,0,0,69.0,960.0,69.0
10,159.2,19,1,1,4,5,4,69.0,69.0,69.0
10,319.0,0,1,10,4,5,4,69.0,69.0,69.0
7,92.94,19,1,1,4,5,4,69.0,69.0,69.0
10,36.9,19,1,1,4,5,4,69.0,69.0,69.0
10,508.5,19,7,8,0,0,0,69.0,480.0,69.0
10,316.2,0,1,7,0,5,4,69.0,69.0,69.0
10,10.85,19,1,8,4,5,4,69.0,69.0,69.0
10,18.11,19,1,8,4,5,4,69.0,69.0,69.0
2,120.3,19,5,6,0,0,2,500.0,69.0,8.0
1,422.8,19,5,8,0,0,0,69.0,240.0,69.0
10,323.2,1,7,8,0,0,0,69.0,120.0,69.0
6,1044.0,19,6,7,0,0,0,69.0,256.0,69.0
10,361.2,19,1,1,4,5,4,69.0,69.0,69.0
10,808.5,19,1,7,0,5,4,69.0,69.0,69.0
10,91.0,19,1,1,4,5,4,69.0,69.0,69.0
10,129.0,19,1,1,4,5,4,69.0,69.0,69.0
9,69.6,19,1,1,4,5,4,69.0,69.0,69.0
10,21.7,19,1,9,4,5,4,69.0,69.0,69.0
10,291.2,0,1,7,0,5,4,69.0,69.0,69.0
5,103.44,19,1,1,4,5,4,69.0,69.0,69.0
7,92.5,19,1,1,4,5,4,69.0,69.0,69.0
3,91.44,19,1,1,4,5,4,69.0,69.0,69.0
1,366.8,0,7,8,0,0,4,69.0,240.0,69.0
10,395.0,19,1,4,0,5,4,69.0,69.0,69.0
10,134.6,19,1,1,4,5,4,69.0,69.0,69.0
10,375.8,0,1,7,0,5,4,69.0,69.0,69.0
10,197.2,0,1,7,0,5,4,69.0,69.0,69.0
10,339.0,0,1,7,1,5,4,69.0,69.0,69.0
1,371.0,0,4,8,0,0,4,69.0,480.0,69.0
10,733.0,19,7,7,0,0,0,69.0,2.0,69.0
2,565.0,19,7,8,0,0,0,69.0,480.0,69.0
10,69.44,19,1,1,4,5,4,69.0,69.0,69.0
10,92.0,19,1,10,4,5,4,69.0,69.0,69.0
1,296.2,19,1,8,0,0,4,69.0,120.0,69.0
10,109.25,19,1,1,4,5,4,69.0,69.0,69.0
1,604.5,19,2,8,2,0,4,69.0,480.0,69.0
10,3098.0,19,12,1,0,0,4,69.0,960.0,69.0
10,116.06,19,1,1,4,5,4,69.0,69.0,69.0
10,46.53,19,1,1,4,5,4,69.0,69.0,69.0
10,1128.0,19,1,7,0,5,4,69.0,69.0,69.0
10,2182.0,19,10,7,0,0,0,69.0,480.0,69.0
5,94.9,19,1,1,4,5,4,69.0,69.0,69.0
10,111.94,19,1,1,4,5,4,69.0,69.0,69.0
10,2574.0,0,12,1,0,0,4,69.0,960.0,69.0
1,105.0,19,1,1,4,5,4,69.0,69.0,69.0
10,376.2,19,1,8,0,5,4,69.0,69.0,69.0
1,1121.0,0,2,8,0,0,4,69.0,960.0,69.0
10,52.75,19,1,1,4,5,4,69.0,69.0,69.0
10,135.4,19,1,1,4,5,4,69.0,69.0,69.0
10,510.0,19,1,8,0,5,4,69.0,69.0,69.0
10,133.2,19,1,10,4,5,4,69.0,69.0,69.0
10,369.5,19,1,8,0,5,4,69.0,69.0,69.0
10,364.0,19,1,8,0,5,4,69.0,69.0,69.0
10,107.8,19,1,1,4,5,4,69.0,69.0,69.0
10,209.8,19,1,7,0,5,4,69.0,69.0,69.0
10,127.8,19,1,1,4,5,4,69.0,69.0,69.0
10,129.8,19,1,1,4,5,4,69.0,69.0,69.0
10,21.88,19,1,9,4,5,4,69.0,69.0,69.0
10,327.0,19,1,8,0,5,4,69.0,69.0,69.0
10,419.2,19,1,8,0,5,4,69.0,69.0,69.0
10,332.2,1,7,8,0,0,0,69.0,240.0,69.0
10,87.0,19,1,1,4,5,4,69.0,69.0,69.0
10,37.88,19,1,1,4,5,4,69.0,69.0,69.0
