Brand,Price,Color,Features,Condition,GPU,OS,Storage Type,Hard Drive Capacity,SSD Capacity,Ram Size
10,440.2,19,1,10,4,5,4,69.0,69.0,69.0
10,429.0,19,1,8,0,5,4,69.0,69.0,69.0
1,444.2,19,8,8,0,0,4,69.0,960.0,69.0
10,537.5,19,1,8,0,5,4,69.0,69.0,69.0
9,115.7,19,1,1,4,5,4,69.0,69.0,69.0
2,572.0,0,6,8,0,0,0,69.0,120.0,69.0
2,571.0,0,6,8,0,0,0,69.0,480.0,69.0
10,777.5,19,1,7,0,5,4,69.0,69.0,69.0
1,377.2,0,7,8,1,0,4,69.0,240.0,69.0
10,589.0,19,1,1,0,5,4,69.0,69.0,69.0
10,225.0,0,12,1,4,0,0,512.0,512.0,12.0
10,274.5,19,1,8,0,5,4,69.0,69.0,69.0
10,442.8,19,2,8,0,0,4,69.0,120.0,69.0
10,514.5,19,1,8,0,5,4,69.0,69.0,69.0
10,21.88,19,1,9,4,5,4,69.0,69.0,69.0
10,536.5,0,1,7,0,5,4,69.0,69.0,69.0
2,829.5,1,6,8,0,0,0,69.0,2.0,69.0
10,739.5,19,1,7,0,5,4,69.0,69.0,69.0
10,158.6,19,1,8,4,5,4,69.0,69.0,69.0
1,370.5,19,2,8,0,0,4,69.0,120.0,69.0
10,842.5,19,1,7,0,5,4,69.0,69.0,69.0
10,203.0,19,1,1,4,5,4,69.0,69.0,69.0
10,968.0,19,1,7,0,5,4,69.0,69.0,69.0
10,203.1,19,1,1,4,5,4,69.0,69.0,69.0
10,1093.0,19,1,7,0,5,4,69.0,69.0,69.0
5,114.5,19,1,10,4,5,4,69.0,69.0,69.0
1,545.0,0,7,8,0,0,4,69.0,2.0,69.0
10,198.6,19,1,8,4,5,4,69.0,69.0,69.0
10,339.0,0,1,7,0,5,4,69.0,69.0,69.0
10,360.5,19,1,8,0,5,4,69.0,69.0,69.0
10,593.0,0,1,7,0,5,4,69.0,69.0,69.0
10,303.8,19,1,7,0,5,4,69.0,69.0,69.0
2,613.5,0,1,8,0,0,4,69.0,240.0,69.0
10,406.0,0,7,8,0,0,0,69.0,120.0,69.0
10,371.8,19,1,8,0,5,4,69.0,69.0,69.0
10,559.0,19,1,7,0,5,4,69.0,69.0,69.0
10,766.5,19,1,1,0,5,4,69.0,69.0,69.0
1,313.8,0,7,8,0,0,4,69.0,240.0,69.0
1,451.5,0,11,8,0,0,4,69.0,240.0,69.0
10,335.8,19,1,7,0,5,4,69.0,69.0,69.0
10,463.5,19,1,7,0,5,4,69.0,69.0,69.0
1,641.5,19,6,8,2,0,4,69.0,960.0,69.0
10,436.0,19,7,8,0,0,0,69.0,240.0,69.0
10,633.0,19,1,7,0,5,4,69.0,69.0,69.0
10,117.06,19,1,1,4,5,4,69.0,69.0,69.0
2,580.5,19,6,8,0,0,0,69.0,480.0,69.0
10,645.5,19,1,7,0,5,4,69.0,69.0,69.0
10,1666.0,19,1,7,1,5,4,69.0,69.0,69.0
10,820.5,19,1,8,0,5,4,69.0,69.0,69.0
10,845.5,19,1,8,0,5,4,69.0,69.0,69.0
10,182.2,19,1,8,2,5,4,69.0,69.0,69.0
1,439.0,19,11,7,0,0,4,69.0,120.0,69.0
10,341.5,19,1,7,0,5,4,69.0,69.0,69.0
10,896.0,19,1,8,0,5,4,69.0,69.0,69.0
10,98.4,19,1,10,4,5,4,69.0,69.0,69.0
10,1748.0,19,1,7,1,5,4,69.0,69.0,69.0
10,66.56,19,1,1,4,5,4,69.0,69.0,69.0
1,380.2,0,4,8,0,0,0,69.0,960.0,69.0
10,3860.0,19,1,1,0,5,4,69.0,69.0,69.0
10,289.0,2,9,1,4,0,0,512.0,512.0,8.0
5,48.0,2,1,8,4,1,0,2.0,16.0,16.0
6,56.94,19,10,8,4,5,0,256.0,256.0,256.0
1,93.0,0,1,8,0,0,0,64.0,64.0,4.0
6,699.0,2,9,1,0,0,0,69.0,256.0,16.0
1,235.0,0,11,8,1,0,0,69.0,512.0,16.0
1,188.0,0,6,8,4,5,0,69.0,2.0,69.0
2,52.0,0,1,8,4,2,0,16.0,16.0,4.0
10,152.2,19,1,8,4,5,4,69.0,69.0,69.0
3,55.0,19,1,8,4,5,4,64.0,64.0,64.0
2,420.0,0,3,8,2,0,0,256.0,256.0,16.0
5,40.47,0,6,8,0,1,0,16.0,16.0,4.0
1,89.0,2,1,8,4,0,2,500.0,69.0,4.0
3,100.0,3,6,2,2,1,1,32.0,32.0,4.0
3,184.1,19,2,10,4,0,4,256.0,69.0,8192.0
5,25.9,2,1,10,4,0,4,64.0,64.0,64.0
3,172.0,2,10,8,0,0,0,256.0,256.0,8.0
2,268.0,0,8,5,1,0,0,69.0,512.0,16.0
6,259.8,2,6,8,0,0,0,256.0,256.0,8.0
1,879.0,1,9,8,1,0,0,69.0,1.0,64.0
10,919.0,0,8,1,1,0,0,512.0,512.0,8.0
3,450.0,2,3,2,2,0,0,69.0,256.0,16.0
2,60.0,1,8,8,2,1,0,69.0,32.0,4.0
1,885.0,0,1,8,0,5,0,128.0,128.0,4.0
1,629.0,19,1,2,4,5,4,69.0,69.0,69.0
1,140.0,0,1,8,0,0,0,8.0,500.0,8.0
2,145.0,0,1,8,4,2,2,500.0,69.0,16.0
1,323.0,19,4,8,0,0,0,69.0,512.0,16.0
2,210.0,0,15,2,2,0,0,69.0,128.0,8.0
3,120.0,19,9,9,4,5,2,69.0,69.0,69.0
1,240.0,0,1,4,0,0,0,500.0,500.0,32.0
1,190.8,19,1,8,4,0,0,69.0,256.0,8.0
2,230.0,0,2,8,4,5,2,500.0,500.0,4.0
2,215.0,12,9,8,0,0,2,69.0,512.0,12.0
4,79.1,19,8,8,1,0,2,720.0,69.0,8.0
1,599.0,0,7,1,0,0,0,1.0,1.0,16.0
10,320.0,0,1,1,0,0,0,512.0,512.0,8.0
3,226.5,2,9,8,0,0,0,69.0,500.0,16.0
1,599.0,19,1,4,4,0,4,69.0,69.0,69.0
4,105.06,19,4,8,4,0,0,69.0,128.0,8.0
1,31.95,0,11,9,0,5,0,8.0,69.0,8.0
1,75.0,2,4,8,0,0,2,250.0,69.0,4.0
2,189.0,0,7,8,0,0,0,256.0,256.0,16.0
1,180.5,19,1,5,4,0,0,69.0,240.0,16.0
2,198.0,19,9,6,4,0,0,69.0,256.0,16.0
3,686.0,19,1,10,1,0,0,512.0,512.0,8.0
2,164.2,19,1,8,4,0,0,69.0,512.0,8.0
4,249.0,2,6,10,0,0,0,128.0,128.0,4.0
3,50.0,1,5,8,4,1,1,32.0,32.0,32.0
3,48.0,19,1,8,4,0,0,128.0,128.0,4.0
4,190.0,2,1,8,4,0,0,128.0,128.0,8.0
1,100.0,19,1,8,4,0,0,128.0,128.0,8.0
5,150.0,2,3,10,0,1,1,69.0,32.0,4.0
5,20.97,0,1,9,4,1,0,16.0,16.0,4.0
2,198.0,19,5,8,0,0,0,8.0,128.0,8.0
1,1330.0,0,1,5,0,0,0,256.0,256.0,16.0
1,1050.0,0,1,4,0,0,0,256.0,256.0,8.0
2,135.9,0,8,10,0,0,0,69.0,256.0,8.0
1,140.0,0,9,8,0,0,0,128.0,128.0,4.0
10,110.0,19,1,8,4,0,0,69.0,256.0,8.0
2,144.5,19,1,8,4,0,0,69.0,256.0,8.0
3,329.2,19,1,10,4,0,0,256.0,256.0,8.0
3,153.0,2,8,8,0,0,0,69.0,120.0,8.0
1,399.0,0,3,10,0,0,0,69.0,256.0,8.0
1,899.0,0,4,1,4,0,2,2.0,2.0,8.0
6,510.0,0,8,8,4,0,0,256.0,256.0,16.0
2,420.0,0,1,4,0,0,0,256.0,256.0,16.0
3,115.6,19,8,8,2,0,0,69.0,256.0,8.0
1,97.7,19,8,8,4,0,2,500.0,69.0,4.0
1,160.0,0,10,8,0,0,0,69.0,256.0,8.0
1,400.0,0,14,10,0,0,0,256.0,256.0,16.0
3,399.0,2,4,10,0,0,0,69.0,512.0,12.0
4,629.0,0,13,1,1,0,0,512.0,512.0,16.0
3,839.5,2,8,4,4,0,0,1.0,1.0,32.0
1,130.0,0,8,8,4,1,0,69.0,16.0,69.0
2,550.0,2,6,10,0,0,0,256.0,256.0,16.0
1,350.0,1,8,8,0,0,0,256.0,256.0,16.0
3,85.0,19,1,8,4,5,0,8.0,69.0,8.0
10,139.5,19,2,8,4,3,1,69.0,16.0,69.0
6,120.0,19,1,8,0,0,0,256.0,256.0,8.0
5,29.0,2,6,8,0,1,1,69.0,16.0,2.0
4,58.0,0,2,8,0,1,0,32.0,32.0,4.0
3,548.0,2,3,10,0,0,0,256.0,256.0,16.0
3,525.0,2,11,8,1,0,0,512.0,512.0,64.0
2,338.8,6,6,1,0,0,0,69.0,256.0,8.0
2,300.0,0,1,8,4,0,0,512.0,512.0,16.0
3,167.8,10,1,8,4,0,0,12.0,256.0,12.0
6,150.0,2,1,8,4,0,0,128.0,128.0,8.0
2,190.0,0,8,8,0,0,0,256.0,256.0,8.0
1,330.0,0,8,6,0,0,0,69.0,512.0,16.0
10,40.0,1,5,8,4,1,0,16.0,16.0,4.0
10,77.0,19,1,8,2,5,4,69.0,69.0,8.0
4,37.0,19,1,8,4,1,4,4.0,69.0,4.0
1,650.0,2,7,8,1,0,0,32.0,512.0,32.0
3,88.94,19,1,8,0,0,0,69.0,256.0,8.0
2,35.0,0,1,8,0,1,1,16.0,16.0,4.0
3,65.94,19,1,8,4,0,0,500.0,500.0,4.0
5,53.0,0,1,8,0,0,0,64.0,64.0,4.0
1,10.99,0,10,10,0,0,0,128.0,128.0,8.0
3,37.94,0,5,8,0,1,0,16.0,16.0,4.0
2,125.0,0,1,8,4,0,2,500.0,69.0,8.0
1,325.0,2,12,2,1,0,3,128.0,128.0,8.0
2,616.5,1,17,2,0,0,0,512.0,512.0,16.0
1,95.0,19,1,6,4,1,0,69.0,128.0,8.0
1,280.0,0,1,4,0,0,0,500.0,500.0,32.0
1,240.0,0,30,4,0,0,0,2.0,2.0,64.0
1,97.0,19,5,8,0,1,0,16.0,16.0,4.0
3,780.0,2,5,1,0,0,2,1.0,4.0,64.0
8,699.0,2,10,1,4,0,0,512.0,512.0,16.0
2,16.0,0,5,10,0,1,0,69.0,16.0,4.0
1,119.0,19,1,6,4,0,2,320.0,69.0,4.0
1,190.0,19,8,8,4,0,0,69.0,1.0,16.0
10,80.0,19,1,10,4,5,4,69.0,69.0,69.0
5,350.0,9,4,8,0,1,0,256.0,256.0,8.0
3,89.0,19,1,8,0,0,2,320.0,69.0,2.0
3,45.88,0,3,8,4,1,1,16.0,16.0,4.0
2,109.0,19,1,8,4,1,0,69.0,32.0,8.0
10,216.5,19,1,5,4,5,4,69.0,69.0,69.0
1,170.9,0,4,8,4,0,0,69.0,256.0,8.0
2,190.0,3,5,10,2,0,1,64.0,69.0,4.0
2,339.0,0,10,5,1,0,0,69.0,1.0,16.0
4,629.0,0,13,1,1,0,0,512.0,512.0,16.0
1,300.0,0,1,1,4,0,0,512.0,256.0,8.0
8,130.0,19,1,8,4,0,4,1.0,1.0,8.0
1,131.2,19,1,5,4,0,0,69.0,256.0,8.0
10,140.0,0,6,10,0,1,1,128.0,128.0,4.0
1,307.0,0,16,5,0,0,0,2.0,69.0,69.0
3,299.0,0,6,5,0,0,0,69.0,1.0,16.0
1,825.0,2,10,1,0,0,0,512.0,512.0,16.0
1,449.0,0,11,8,4,0,0,1.0,1.0,32.0
1,95.0,19,1,8,4,0,4,250.0,69.0,69.0
3,198.0,2,10,5,0,0,0,69.0,128.0,8.0
1,49.94,19,3,9,4,5,3,69.0,69.0,69.0
1,135.0,0,7,6,0,0,3,69.0,69.0,8.0
2,299.0,0,8,8,2,0,0,16.0,512.0,16.0
1,363.0,0,14,8,0,0,0,69.0,512.0,16.0
1,200.0,0,8,8,0,5,0,69.0,69.0,8.0
1,140.0,19,1,8,4,0,4,69.0,69.0,69.0
1,297.0,0,11,6,0,0,0,512.0,512.0,8.0
2,282.0,0,7,5,1,0,0,512.0,512.0,16.0
2,225.0,0,8,6,0,0,0,69.0,512.0,8.0
3,800.0,19,1,1,4,5,4,69.0,69.0,69.0
1,245.0,0,20,8,0,0,0,1.0,1.0,32.0
2,585.0,0,11,5,1,0,0,69.0,512.0,32.0
1,170.0,19,1,5,4,0,0,69.0,240.0,8.0
3,494.2,19,1,8,4,0,0,69.0,256.0,16.0
1,400.0,0,4,8,4,5,4,69.0,69.0,32.0
3,439.0,2,1,1,4,0,0,69.0,256.0,8.0
1,479.0,0,6,10,0,0,0,512.0,512.0,16.0
1,33.94,0,5,8,0,1,1,69.0,16.0,4.0
10,250.0,0,17,8,4,0,0,128.0,128.0,8.0
1,388.0,2,5,8,1,5,0,512.0,512.0,32.0
1,410.0,19,1,1,4,5,4,69.0,69.0,69.0
10,499.0,5,1,10,4,5,4,69.0,69.0,4.0
10,300.0,1,6,1,0,0,0,512.0,1.0,8.0
3,85.0,4,8,8,0,1,1,16.0,16.0,4.0
10,461.2,19,1,8,4,4,0,69.0,512.0,16.0
3,110.94,5,1,8,0,0,1,64.0,64.0,4.0
1,56.0,19,1,8,4,5,4,69.0,69.0,69.0
3,135.0,2,15,8,1,0,0,256.0,256.0,8.0
1,464.5,19,1,8,1,5,0,69.0,512.0,16.0
10,195.6,19,1,4,4,5,4,69.0,69.0,69.0
2,170.0,0,1,8,0,0,0,256.0,256.0,8.0
10,290.0,19,9,8,0,0,0,256.0,256.0,16.0
3,395.0,19,33,8,1,0,0,1.0,1.0,32.0
3,49.94,1,6,8,4,1,1,32.0,32.0,8.0
10,84.5,19,9,9,4,5,2,69.0,69.0,69.0
1,930.0,0,15,1,4,0,0,1.0,1.0,16.0
1,171.0,0,1,5,0,0,0,69.0,500.0,16.0
2,35.0,0,1,8,0,1,0,16.0,69.0,4.0
3,949.5,0,8,3,1,0,0,69.0,512.0,16.0
1,330.0,19,1,4,0,0,0,512.0,512.0,512.0
6,900.0,0,1,5,4,0,0,69.0,512.0,32.0
1,329.5,0,1,8,1,0,0,512.0,512.0,32.0
5,159.0,2,2,10,4,0,0,64.0,64.0,4.0
10,5.55,19,1,1,4,5,4,69.0,69.0,69.0
3,330.0,2,5,1,0,0,0,69.0,256.0,8.0
10,32.53,19,1,9,4,5,4,69.0,69.0,69.0
1,225.0,0,1,8,1,0,0,512.0,512.0,16.0
2,200.0,0,1,8,4,0,0,256.0,256.0,8.0
2,616.5,1,17,2,0,0,0,512.0,512.0,16.0
10,324.0,1,9,1,0,0,0,512.0,512.0,12.0
10,162.0,19,1,8,4,5,4,69.0,69.0,69.0
2,154.0,0,3,8,0,0,0,512.0,512.0,16.0
3,380.0,2,21,10,0,0,0,256.0,256.0,8.0
1,80.0,4,9,8,0,2,0,69.0,240.0,8.0
1,800.0,2,3,8,1,0,0,256.0,256.0,16.0
3,170.0,2,1,10,4,0,0,512.0,512.0,8.0
1,245.0,19,3,8,4,5,0,69.0,69.0,8.0
2,39.94,19,1,8,4,1,1,16.0,16.0,16.0
3,58.0,0,3,8,4,1,1,16.0,16.0,4.0
2,780.0,1,5,10,2,0,0,69.0,1.0,16.0
2,400.0,0,8,8,0,0,0,1.0,1.0,32.0
3,35.0,0,1,8,4,5,2,300.0,69.0,2.0
1,300.0,0,10,8,0,0,0,69.0,1.0,32.0
3,139.0,2,6,10,0,1,0,128.0,128.0,4.0
1,400.0,19,1,4,4,5,4,69.0,69.0,69.0
3,239.5,19,1,5,4,0,0,69.0,256.0,8.0
10,169.0,19,1,8,4,0,0,69.0,256.0,8.0
1,189.0,0,9,8,0,0,3,69.0,256.0,16.0
1,358.0,0,16,5,0,0,0,2.0,69.0,69.0
1,290.0,0,13,5,0,0,0,2.0,69.0,69.0
1,326.0,0,12,5,0,0,0,2.0,69.0,69.0
2,200.0,19,3,4,0,0,0,512.0,512.0,20.0
2,289.0,3,11,1,0,0,0,1.0,1.0,36.0
2,280.0,0,8,4,0,0,0,500.0,500.0,16.0
3,180.0,2,5,9,4,5,0,69.0,120.0,8.0
1,49.5,0,6,8,0,1,0,16.0,16.0,4.0
1,325.0,0,13,5,0,0,0,2.0,69.0,69.0
6,388.8,19,2,10,0,0,0,69.0,512.0,16.0
2,594.5,3,11,2,0,0,0,512.0,512.0,16.0
1,325.0,0,16,5,0,0,0,2.0,69.0,69.0
10,160.0,1,5,1,0,0,0,256.0,256.0,8.0
1,130.0,0,1,8,4,0,0,69.0,128.0,4.0
1,185.0,0,1,8,0,0,0,512.0,512.0,8.0
2,199.0,0,7,8,0,0,0,256.0,256.0,16.0
1,729.0,2,1,3,4,0,0,69.0,1.0,32.0
2,160.0,0,8,10,0,0,0,256.0,256.0,8.0
6,230.0,2,8,10,0,0,0,64.0,64.0,4.0
2,62.5,19,6,6,0,1,1,69.0,69.0,4.0
1,325.0,0,11,5,0,0,0,2.0,69.0,69.0
2,48.0,0,6,8,0,0,0,500.0,500.0,8.0
3,550.0,2,1,10,1,0,0,69.0,512.0,8.0
2,151.1,19,1,5,4,0,0,69.0,256.0,8.0
2,230.0,0,1,9,4,5,0,69.0,69.0,4.0
10,151.8,19,1,8,4,5,4,69.0,128.0,8.0
3,150.0,1,22,8,0,0,0,128.0,128.0,4.0
1,225.0,0,1,8,4,0,0,512.0,512.0,16.0
10,202.5,1,4,1,0,0,0,256.0,1.0,8.0
3,62.0,19,1,8,4,0,2,500.0,69.0,4.0
1,700.0,2,4,10,0,0,0,1.0,1.0,32.0
10,230.0,19,1,8,4,1,0,256.0,256.0,16.0
2,900.0,1,8,10,1,0,0,512.0,512.0,16.0
4,53.0,2,4,10,4,1,1,32.0,32.0,4.0
10,177.1,19,1,8,4,5,4,69.0,69.0,8.0
3,200.0,19,1,9,4,5,4,69.0,69.0,69.0
1,430.0,0,15,5,0,0,0,2.0,69.0,69.0
3,75.0,19,11,6,0,1,1,16.0,69.0,4.0
6,90.0,19,8,8,4,0,0,69.0,128.0,4.0
1,599.0,19,2,8,4,0,0,512.0,512.0,16.0
10,525.0,19,1,10,4,5,0,69.0,512.0,16.0
8,495.0,3,9,10,0,0,0,69.0,512.0,16.0
2,100.0,0,10,8,0,0,0,128.0,128.0,4.0
4,650.0,0,11,10,1,0,0,512.0,512.0,8.0
3,365.0,2,8,5,0,0,0,69.0,1.0,32.0
1,455.0,0,12,5,0,0,0,1.0,1.0,16.0
1,210.5,19,1,5,4,0,0,69.0,256.0,4.0
6,400.0,19,1,8,0,5,0,128.0,128.0,8.0
10,362.5,0,1,1,0,0,0,512.0,512.0,8.0
1,36.88,19,1,9,4,5,2,69.0,69.0,69.0
1,749.0,2,11,6,0,0,0,69.0,1.0,32.0
1,200.0,0,8,8,0,5,0,69.0,69.0,8.0
8,254.0,19,1,8,4,5,4,69.0,69.0,69.0
5,90.0,4,1,10,4,1,4,32.0,69.0,4.0
10,169.0,19,1,1,4,5,4,69.0,69.0,69.0
1,40.0,1,2,8,4,0,2,250.0,69.0,4.0
10,151.1,19,1,8,4,5,4,69.0,69.0,69.0
2,209.0,0,8,8,0,1,0,16.0,16.0,4.0
1,124.9,2,16,8,2,0,2,120.0,120.0,2.0
1,89.9,19,9,6,0,1,0,69.0,32.0,4.0
2,219.0,19,14,8,0,0,0,69.0,256.0,8.0
10,216.4,19,1,10,4,5,4,69.0,69.0,69.0
2,700.0,1,19,10,0,0,0,512.0,512.0,16.0
5,28.16,2,5,8,4,1,1,0.0,16.0,2.0
3,699.0,2,12,1,1,0,0,2.0,2.0,64.0
10,760.0,19,1,8,4,5,4,69.0,69.0,69.0
10,349.0,2,1,8,0,0,1,69.0,128.0,8.0
5,264.0,2,1,2,4,1,1,69.0,32.0,4.0
2,335.0,1,13,8,0,0,0,512.0,512.0,16.0
2,379.0,0,8,1,2,0,0,512.0,512.0,8.0
10,170.5,19,11,8,0,0,0,120.0,120.0,4.0
3,135.0,2,15,8,1,0,0,256.0,256.0,8.0
2,65.0,1,7,10,3,1,1,69.0,32.0,69.0
3,736.0,2,1,1,4,0,0,69.0,512.0,16.0
10,685.0,19,1,8,1,5,4,69.0,69.0,69.0
10,10.49,19,3,9,4,3,4,69.0,69.0,69.0
10,333.2,3,11,8,4,0,0,69.0,500.0,16.0
10,250.0,0,17,8,4,0,0,128.0,128.0,8.0
1,689.0,19,1,4,4,5,4,69.0,69.0,69.0
3,350.0,2,8,2,0,0,0,256.0,256.0,16.0
1,120.9,19,5,8,4,0,0,69.0,256.0,8.0
2,149.0,0,8,8,0,0,0,256.0,256.0,16.0
3,39.0,1,15,8,0,1,0,16.0,16.0,4.0
2,98.0,0,1,8,0,0,0,128.0,128.0,4.0
10,193.0,1,1,1,0,0,0,256.0,256.0,8.0
10,200.0,19,1,8,4,5,4,69.0,69.0,69.0
3,645.0,2,11,8,1,0,0,64.0,1.0,64.0
1,440.0,0,1,8,0,2,0,500.0,500.0,16.0
6,563.0,2,7,2,0,0,0,69.0,256.0,8.0
2,150.0,3,1,8,4,1,3,128.0,128.0,16.0
2,160.0,19,8,5,0,0,0,69.0,240.0,8.0
2,259.0,1,7,10,0,0,0,128.0,128.0,4.0
10,695.0,2,11,1,0,5,0,69.0,512.0,8.0
3,170.0,19,6,8,4,0,0,256.0,256.0,16.0
3,265.5,2,11,6,2,0,0,69.0,1.0,16.0
2,249.0,0,1,8,0,0,0,128.0,128.0,8.0
2,380.0,19,7,4,4,0,2,2.0,2.0,32.0
10,350.0,7,1,8,0,0,0,512.0,512.0,16.0
3,908.5,19,9,8,4,0,4,69.0,512.0,16.0
1,329.0,0,15,10,0,0,0,512.0,512.0,16.0
1,200.0,0,4,5,0,0,0,256.0,256.0,16.0
8,159.0,3,13,2,4,0,1,64.0,64.0,4.0
2,220.0,3,6,10,0,0,1,128.0,128.0,4.0
1,75.0,19,1,8,0,0,0,69.0,128.0,8.0
1,599.0,1,1,10,4,0,0,69.0,512.0,16.0
6,529.0,8,3,10,0,0,0,69.0,512.0,8.0
8,275.0,19,2,9,1,5,4,69.0,256.0,8.0
1,679.0,19,1,4,4,0,4,69.0,512.0,69.0
1,140.0,1,1,8,4,0,2,80.0,69.0,69.0
3,495.0,2,13,5,0,0,0,1.0,1.0,32.0
1,110.0,0,2,10,0,1,1,69.0,69.0,4.0
2,45.0,0,5,10,0,1,0,69.0,16.0,4.0
3,389.5,7,7,3,0,0,0,69.0,512.0,8.0
10,893.0,0,7,8,1,0,3,69.0,1.0,64.0
6,680.0,2,5,10,0,0,0,69.0,256.0,16.0
2,129.0,3,2,2,0,1,1,64.0,64.0,4.0
2,234.9,19,7,8,4,0,0,69.0,256.0,8.0
1,99.94,19,1,8,4,0,0,69.0,128.0,8.0
10,100.0,19,1,8,4,0,0,8.0,256.0,8.0
1,265.0,0,15,8,0,0,0,69.0,512.0,16.0
2,330.0,6,1,1,2,0,0,69.0,256.0,8.0
2,164.2,19,10,8,0,0,0,69.0,256.0,8.0
2,79.0,1,3,5,2,1,0,69.0,32.0,4.0
2,99.0,19,1,8,0,5,3,69.0,69.0,69.0
10,3900.0,0,1,1,1,0,0,4.0,4.0,64.0
2,229.0,19,13,8,4,0,0,69.0,256.0,16.0
2,197.2,19,1,5,4,0,0,69.0,128.0,8.0
10,263.2,19,1,5,4,0,0,69.0,256.0,8.0
10,113.9,19,5,6,0,0,2,1.0,256.0,16.0
2,160.0,19,3,5,4,0,0,69.0,120.0,8.0
10,348.0,19,1,8,0,5,4,69.0,69.0,69.0
10,130.5,19,1,5,0,5,4,69.0,69.0,69.0
10,598.0,19,1,10,4,5,4,69.0,69.0,69.0
3,303.8,19,1,8,4,5,4,69.0,69.0,69.0
10,400.0,1,6,1,0,0,0,256.0,256.0,8.0
10,310.0,19,1,10,4,5,4,69.0,69.0,69.0
10,119.6,19,1,8,0,5,4,69.0,69.0,69.0
10,130.0,2,1,8,4,5,4,69.0,128.0,4.0
10,160.2,19,1,8,4,0,0,69.0,256.0,8.0
3,130.0,1,10,8,0,0,0,128.0,128.0,4.0
10,170.9,19,1,8,4,0,0,69.0,512.0,16.0
10,94.94,19,1,8,4,0,4,500.0,500.0,69.0
10,56.94,19,1,8,4,0,2,250.0,69.0,2.0
1,599.0,19,4,1,0,0,0,16.0,256.0,16.0
2,80.0,0,1,8,0,0,1,64.0,64.0,4.0
3,1200.0,0,11,8,1,0,2,4.0,2.0,64.0
5,350.0,9,4,8,0,1,0,256.0,256.0,8.0
1,339.0,0,1,1,4,0,0,512.0,512.0,8.0
6,175.0,2,18,8,0,5,0,128.0,128.0,8.0
1,875.0,3,2,10,0,0,0,69.0,1.0,32.0
1,360.0,0,16,8,0,0,0,69.0,512.0,16.0
1,29.0,19,1,9,4,5,4,69.0,69.0,4.0
4,103.3,19,6,8,0,0,2,500.0,69.0,4.0
4,240.0,2,1,1,4,1,1,64.0,69.0,8.0
1,2088.0,19,10,1,1,0,0,69.0,1.0,16.0
1,139.0,0,11,8,0,0,0,69.0,512.0,16.0
3,559.0,15,12,1,0,0,0,2.0,2.0,64.0
3,380.0,1,8,6,4,0,0,69.0,256.0,8.0
2,50.0,2,4,8,4,0,0,2.0,32.0,2.0
4,105.06,19,4,8,4,0,0,69.0,128.0,8.0
2,175.0,0,1,8,0,0,0,256.0,256.0,8.0
1,200.0,0,10,8,0,0,0,512.0,512.0,16.0
10,75.75,19,5,10,0,0,1,64.0,69.0,4.0
3,285.0,2,14,8,0,0,0,69.0,256.0,16.0
6,520.0,0,8,8,4,0,0,256.0,256.0,16.0
4,79.1,19,8,8,1,0,2,720.0,69.0,8.0
1,230.2,19,1,5,4,0,0,69.0,256.0,8.0
2,239.0,0,8,8,2,0,0,512.0,512.0,32.0
3,153.0,2,8,8,0,0,0,69.0,120.0,8.0
1,140.0,0,9,8,0,0,0,128.0,128.0,4.0
1,160.0,0,10,8,0,0,0,69.0,256.0,8.0
2,198.0,19,9,6,4,0,0,69.0,256.0,16.0
3,500.0,19,6,2,0,1,0,69.0,128.0,8.0
1,200.0,19,13,8,4,0,0,69.0,500.0,16.0
1,70.0,0,8,9,4,5,4,69.0,69.0,8.0
3,599.0,2,18,1,4,0,0,1.0,1.0,32.0
4,230.0,1,3,10,4,1,1,69.0,64.0,4.0
1,200.0,0,1,8,4,0,2,1.0,69.0,4.0
1,1800.0,2,1,4,1,0,0,32.0,512.0,32.0
1,50.0,19,3,8,4,0,0,69.0,120.0,4.0
3,180.0,3,13,10,0,1,0,64.0,64.0,4.0
10,119.0,19,1,1,4,5,4,69.0,69.0,69.0
2,199.9,1,3,10,0,1,1,69.0,64.0,4.0
10,916.0,19,1,5,4,5,4,69.0,69.0,69.0
1,49.0,19,1,8,4,0,0,64.0,64.0,4.0
2,1010.0,0,2,10,0,0,0,69.0,256.0,16.0
6,119.94,2,8,10,0,0,0,64.0,64.0,4.0
10,760.0,19,1,8,0,0,4,256.0,69.0,69.0
2,169.9,0,9,9,0,5,4,69.0,69.0,8.0
2,199.0,0,10,5,4,0,0,69.0,512.0,16.0
3,360.0,2,5,1,0,0,0,256.0,256.0,8.0
3,199.0,19,1,8,4,0,2,500.0,69.0,4.0
1,362.0,0,13,5,0,0,0,256.0,256.0,32.0
10,544.0,19,1,8,1,5,4,69.0,69.0,69.0
2,149.0,0,8,8,0,0,0,256.0,256.0,16.0
2,140.0,0,1,10,4,0,0,69.0,256.0,8.0
8,380.0,0,5,8,1,0,0,16.0,2.0,16.0
3,39.0,1,15,8,0,1,0,16.0,16.0,4.0
1,205.0,0,8,5,0,0,0,69.0,512.0,16.0
3,170.0,19,6,8,4,0,0,256.0,256.0,16.0
1,825.0,2,10,1,0,0,0,512.0,512.0,16.0
1,449.0,0,11,8,4,0,0,1.0,1.0,32.0
3,198.0,2,10,5,0,0,0,69.0,128.0,8.0
1,135.0,0,7,6,0,0,3,69.0,69.0,8.0
3,265.5,2,11,6,2,0,0,69.0,1.0,16.0
